student_id,gender,department,attendance,internal_marks,assignment_score,previous_cgpa,backlogs,study_hours,at_risk
S00492,Male,IT,83,63,84,8.25,0,5.0,0
S00493,Male,AI,75,87,63,8.06,0,5.8,0
S00494,Male,AI,87,57,69,9.17,0,3.3,0
S00495,Female,Computer,51,51,58,5.58,2,3.6,1
S00496,Male,AI,98,95,72,9.42,0,5.9,0
S00497,Male,IT,88,92,96,9.64,0,5.6,0
S00498,Female,Computer,87,77,86,9.27,0,5.5,0
S00499,Male,IT,47,51,52,5.22,1,1.5,1
S00500,Male,AI,86,62,85,8.86,1,4.1,0
S00501,Male,AI,66,70,57,6.95,0,3.7,0
S00502,Male,AI,50,43,46,5.83,2,2.8,1
S00503,Male,AI,83,60,68,8.07,1,7.3,0
S00504,Male,Computer,74,92,66,8.68,0,3.8,0
S00505,Female,IT,69,69,79,7.85,0,3.1,0
S00506,Female,Computer,76,85,94,8.6,0,3.5,0
S00507,Male,AI,65,98,96,8.01,1,4.9,0
S00508,Male,AI,79,85,79,7.73,0,5.1,0
S00509,Female,IT,70,73,93,9.57,1,4.3,0
S00510,Male,AI,65,91,88,6.91,0,4.9,0
S00511,Male,AI,91,78,61,7.04,0,4.3,0
S00512,Female,AI,82,98,80,9.14,1,5.8,0
S00513,Female,Computer,100,85,71,9.96,0,6.9,0
S00514,Female,AI,66,38,49,5.69,3,3.8,1
S00515,Male,Computer,86,90,94,8.94,0,3.8,0
S00516,Male,Computer,95,93,82,6.81,0,4.1,0
S00517,Male,AI,57,64,60,6.03,3,1.9,1
S00518,Male,Computer,93,55,67,9.48,0,4.0,0
S00519,Male,AI,46,46,50,6.11,1,1.3,1
S00520,Female,IT,90,80,92,7.2,0,6.7,0
S00521,Male,Computer,100,92,77,7.72,0,4.1,0
S00522,Male,IT,65,71,66,7.92,0,5.8,0
S00523,Female,IT,97,71,89,9.35,0,6.5,0
S00524,Female,AI,80,76,84,8.89,0,5.4,0
S00525,Female,Computer,79,98,99,7.3,0,5.1,0
S00526,Female,AI,81,70,73,6.83,0,3.4,0
S00527,Male,IT,78,91,72,7.14,0,5.5,0
S00528,Male,Computer,81,68,69,7.21,0,7.2,0
S00529,Female,Computer,72,60,98,9.85,1,6.1,0
S00530,Male,IT,85,86,91,9.54,1,3.9,0
S00531,Female,IT,73,58,88,9.3,1,7.7,0
S00532,Male,AI,76,84,62,8.94,1,4.6,0
S00533,Male,Computer,89,92,61,7.64,0,3.9,0
S00534,Female,Computer,86,78,66,8.25,0,5.1,0
S00535,Female,IT,82,83,66,8.5,0,7.1,0
S00536,Female,Computer,89,67,64,9.3,0,5.4,0
S00537,Male,Computer,73,95,88,8.37,0,6.9,0
S00538,Female,IT,68,80,61,8.92,0,4.1,0
S00539,Female,IT,71,83,76,7.41,0,5.8,0
S00540,Female,IT,48,46,47,5.95,3,2.9,1
S00541,Male,IT,97,86,83,9.61,1,6.1,0
S00542,Female,AI,75,95,76,7.98,1,7.2,0
S00543,Male,Computer,52,45,55,6.11,3,1.8,1
S00544,Female,IT,88,92,88,9.88,1,3.8,0
S00545,Male,Computer,81,99,60,7.24,1,3.5,0
S00546,Male,IT,66,80,88,9.18,0,3.5,0
S00547,Male,Computer,89,74,69,7.37,0,5.2,0
S00548,Male,Computer,75,56,57,8.82,0,7.3,0
S00549,Female,AI,100,83,63,9.89,0,6.0,0
S00550,Female,AI,92,88,95,8.74,0,7.5,0
S00551,Female,AI,70,83,74,7.78,0,3.8,0
S00552,Male,Computer,73,77,73,8.14,0,6.4,0
S00553,Female,IT,92,73,93,7.31,0,5.7,0
S00554,Male,IT,92,80,70,7.07,1,7.1,0
S00555,Male,IT,65,42,68,6.33,3,3.4,1
S00556,Female,IT,99,72,81,7.16,0,3.9,0
S00557,Female,Computer,93,72,99,8.68,0,4.6,0
S00558,Male,Computer,66,66,61,7.49,0,6.6,0
S00559,Male,Computer,45,50,48,5.48,2,3.4,1
S00560,Female,IT,67,76,60,9.45,0,3.3,0
S00561,Female,Computer,76,67,71,9.36,0,3.6,0
S00562,Male,IT,93,70,57,7.2,0,5.6,0
S00563,Male,IT,84,75,65,8.7,0,6.7,0
S00564,Male,IT,84,67,78,9.61,0,7.9,0
S00565,Male,AI,65,65,72,8.55,1,6.9,0
S00566,Male,Computer,95,99,93,7.04,0,4.2,0
S00567,Female,Computer,86,95,58,6.71,0,6.5,0
S00568,Male,Computer,85,90,96,9.15,1,6.7,0
S00569,Male,AI,73,71,57,8.2,1,5.8,0
S00570,Female,Computer,99,77,75,9.06,0,7.3,0
S00571,Male,Computer,93,73,71,8.4,1,3.0,0
S00572,Female,AI,45,54,58,6.35,1,2.0,1
S00573,Male,AI,89,67,88,8.89,0,6.1,0
S00574,Female,IT,72,61,88,8.81,0,7.2,0
S00575,Male,Computer,77,61,86,7.17,0,5.9,0
S00576,Female,AI,81,58,78,7.27,0,3.1,0
S00577,Male,AI,70,84,95,6.71,1,7.1,0
S00578,Male,AI,67,59,74,6.77,0,7.8,0
S00579,Male,Computer,99,79,67,7.18,0,5.9,0
S00580,Male,AI,91,61,95,8.52,1,6.5,0
S00581,Female,Computer,50,52,60,5.81,3,1.5,1
S00582,Female,IT,100,75,78,7.94,1,7.1,0
S00583,Female,AI,99,68,79,9.18,0,4.8,0
S00584,Female,IT,65,57,73,8.59,0,8.0,0
S00585,Female,Computer,79,68,75,6.58,0,7.6,0
S00586,Male,Computer,56,39,43,5.33,3,1.7,1
S00587,Female,IT,57,53,48,6.27,3,2.0,1
S00588,Female,Computer,71,93,96,7.55,1,3.4,0
S00589,Male,IT,92,81,62,9.54,0,6.7,0
S00590,Male,AI,89,58,74,8.34,0,5.7,0
S00591,Male,IT,79,64,58,8.86,1,7.9,0
S00592,Male,Computer,90,64,63,7.68,1,5.9,0
S00593,Male,AI,70,80,87,8.02,0,6.8,0
S00594,Female,AI,57,55,47,5.92,3,2.6,1
S00595,Male,Computer,92,75,98,9.73,0,3.6,0
S00596,Female,IT,77,75,77,8.58,0,6.8,0
S00597,Male,IT,93,94,64,8.04,0,4.0,0
S00598,Female,Computer,70,62,58,7.35,0,7.3,0
S00599,Female,Computer,72,74,83,8.15,0,4.0,0
S00600,Male,Computer,81,90,85,8.68,0,6.5,0
S00601,Male,IT,98,57,71,7.1,0,4.0,0
S00602,Female,Computer,65,59,79,8.81,0,7.3,0
S00603,Male,IT,89,69,79,8.28,0,7.5,0
S00604,Female,AI,76,67,87,9.88,0,3.2,0
S00605,Female,IT,75,56,77,8.9,0,6.1,0
S00606,Male,AI,68,95,71,9.58,0,7.7,0
S00607,Female,Computer,57,56,43,4.98,2,2.6,1
S00608,Male,IT,74,82,74,9.68,0,5.2,0
S00609,Male,Computer,99,98,67,9.52,0,6.4,0
S00610,Male,IT,74,96,91,9.71,0,3.3,0
S00611,Male,Computer,74,56,75,9.58,1,7.8,0
S00612,Female,IT,82,64,67,6.87,0,3.1,0
S00613,Female,AI,79,93,69,7.31,0,4.8,0
S00614,Female,Computer,95,100,96,7.81,1,5.5,0
S00615,Male,Computer,46,48,35,6.65,2,1.7,1
S00616,Male,Computer,59,62,66,6.18,2,3.7,1
S00617,Female,IT,89,75,80,8.64,0,5.6,0
S00618,Female,IT,67,70,88,8.38,0,5.8,0
S00619,Male,Computer,90,74,73,8.11,1,4.5,0
S00620,Male,AI,74,84,96,8.08,0,3.9,0
S00621,Male,IT,93,56,66,8.09,0,7.4,0
S00622,Male,IT,75,100,62,6.82,1,6.2,0
S00623,Male,AI,97,94,65,7.83,1,3.2,0
S00624,Male,IT,74,65,64,7.13,0,5.1,0
S00625,Female,AI,93,73,95,7.13,0,7.8,0
S00626,Male,AI,65,84,86,9.49,0,6.0,0
S00627,Female,Computer,95,84,81,8.05,0,4.2,0
S00628,Female,AI,78,58,66,7.02,0,3.2,0
S00629,Male,AI,84,76,60,6.67,1,8.0,0
S00630,Male,AI,100,66,84,9.12,0,7.7,0
S00631,Male,IT,89,59,82,9.45,0,4.5,0
S00632,Male,Computer,82,76,88,7.95,0,6.5,0
S00633,Male,Computer,98,60,85,9.03,0,5.1,0
S00634,Female,IT,87,63,94,8.47,1,5.5,0
S00635,Male,AI,83,67,55,6.91,1,6.1,0
S00636,Male,AI,91,81,57,7.67,0,3.1,0
S00637,Male,AI,69,74,74,8.27,0,6.8,0
S00638,Male,AI,90,91,94,9.86,0,4.0,0
S00639,Female,AI,95,57,96,6.98,0,6.1,0
S00640,Female,IT,91,58,88,7.55,0,5.8,0
S00641,Male,Computer,86,77,59,9.89,0,7.2,0
S00642,Female,IT,75,91,93,7.86,0,7.3,0
S00643,Female,AI,67,72,81,6.8,0,4.9,0
S00644,Female,Computer,76,62,78,9.25,0,7.6,0
S00645,Female,AI,60,63,67,5.11,2,3.8,1
S00646,Female,IT,48,61,68,6.15,1,1.6,1
S00647,Male,IT,98,62,55,7.59,0,6.4,0
S00648,Male,IT,67,61,88,9.18,0,3.1,0
S00649,Female,AI,85,67,67,7.5,0,6.9,0
S00650,Male,IT,53,38,35,6.72,3,2.5,1
S00651,Male,AI,85,72,64,9.8,0,5.9,0
S00652,Male,Computer,86,89,83,6.68,0,5.4,0
S00653,Male,Computer,70,82,80,7.13,1,6.1,0
S00654,Female,IT,99,60,84,8.49,0,7.1,0
S00655,Female,Computer,94,85,69,9.82,0,7.3,0
S00656,Female,IT,86,75,84,8.21,0,5.4,0
S00657,Female,IT,75,73,77,8.62,0,5.5,0
S00658,Female,AI,85,90,96,6.75,0,5.7,0
S00659,Female,AI,80,90,65,9.91,1,3.3,0
S00660,Male,AI,92,91,76,8.41,0,3.9,0
S00661,Male,AI,96,62,92,8.59,0,5.8,0
S00662,Female,Computer,90,59,93,6.88,1,4.6,0
S00663,Male,Computer,73,92,95,9.33,0,6.3,0
S00664,Female,AI,93,67,68,8.89,0,4.5,0
S00665,Female,IT,87,60,92,6.53,1,7.2,0
S00666,Female,Computer,100,58,55,8.96,0,3.5,0
S00667,Female,Computer,90,95,75,8.99,1,4.9,0
S00668,Male,AI,49,41,70,5.57,2,3.5,1
S00669,Male,IT,73,63,55,6.75,0,3.7,0
S00670,Female,AI,73,60,63,8.75,1,7.3,0
S00671,Female,AI,61,48,70,6.44,2,2.1,1
S00672,Male,IT,96,70,100,8.26,1,7.6,0
S00673,Female,Computer,95,100,78,6.9,1,7.8,0
S00674,Male,Computer,98,72,84,8.31,0,4.2,0
S00675,Male,AI,84,94,58,9.66,0,5.3,0
S00676,Female,AI,91,77,73,7.51,0,6.5,0
S00677,Female,AI,81,58,95,8.16,0,5.9,0
S00678,Female,AI,83,86,60,6.94,0,7.3,0
S00679,Female,IT,53,43,51,4.83,1,2.8,1
S00680,Male,AI,76,71,99,7.33,0,7.0,0
S00681,Male,IT,74,93,64,9.43,1,6.9,0
S00682,Male,AI,75,68,91,9.07,0,3.3,0
S00683,Female,Computer,59,47,65,5.4,3,3.8,1
S00684,Male,IT,89,85,71,7.01,1,3.1,0
S00685,Female,IT,98,98,57,6.84,0,7.8,0
S00686,Female,AI,82,76,72,7.43,0,4.3,0
S00687,Female,IT,80,98,92,9.2,0,6.4,0
S00688,Male,IT,65,59,55,7.94,0,6.4,0
S00689,Female,Computer,81,67,57,6.58,0,3.3,0
S00690,Male,AI,72,60,93,6.95,0,7.5,0
S00691,Male,IT,69,95,84,9.73,0,6.8,0
S00692,Female,IT,47,43,38,5.57,2,4.0,1
S00693,Female,IT,47,50,47,6.02,1,2.9,1
S00694,Male,Computer,92,68,94,8.75,1,6.6,0
S00695,Male,Computer,63,58,51,6.35,1,3.7,1
S00696,Male,AI,67,97,79,7.43,0,7.5,0
S00697,Male,AI,96,85,82,7.91,0,5.7,0
S00698,Male,IT,95,62,91,8.37,0,4.7,0
S00699,Female,IT,65,37,58,5.87,2,1.2,1
S00700,Female,IT,76,90,57,9.89,0,4.5,0
S00701,Female,Computer,87,86,60,9.6,1,6.7,0
S00702,Male,Computer,68,53,50,5.78,1,3.4,1
S00703,Female,IT,93,56,57,7.69,0,6.9,0
S00704,Male,IT,70,55,68,5.72,3,3.6,1
S00705,Male,AI,69,57,64,8.21,0,5.4,0
S00706,Male,Computer,73,55,66,8.71,0,7.1,0
S00707,Male,IT,69,61,62,8.24,0,3.3,0
S00708,Male,IT,90,75,62,9.92,0,4.6,0
S00709,Male,Computer,86,59,62,7.46,1,3.8,0
S00710,Female,AI,52,64,37,5.07,3,2.8,1
S00711,Male,Computer,70,55,55,7.13,0,6.5,0
S00712,Female,IT,95,99,63,7.22,0,5.6,0
S00713,Female,Computer,67,93,66,9.01,0,6.1,0
S00714,Female,IT,100,70,67,6.91,0,6.1,0
S00715,Male,IT,78,72,58,7.18,0,6.4,0
S00716,Female,IT,66,64,37,4.91,2,1.9,1
S00717,Female,IT,94,57,61,9.09,0,3.8,0
S00718,Male,IT,69,70,83,8.57,0,5.1,0
S00719,Female,Computer,85,69,61,7.33,1,7.3,0
S00720,Female,Computer,63,50,38,6.58,1,1.6,1
S00721,Female,Computer,73,84,67,8.71,0,4.0,0
S00722,Male,Computer,68,72,63,6.89,1,5.3,0
S00723,Male,IT,83,93,65,9.26,0,5.9,0
S00724,Male,Computer,98,86,68,8.57,1,4.4,0
S00725,Female,AI,80,75,82,8.53,0,7.6,0
S00726,Male,IT,67,85,87,6.62,1,5.4,0
S00727,Male,IT,70,90,55,8.93,1,7.7,0
S00728,Male,IT,70,56,85,8.84,0,6.5,0
S00729,Male,IT,73,100,80,7.15,0,6.1,0
S00730,Male,AI,67,45,68,4.87,2,3.3,1
S00731,Male,AI,55,58,38,5.83,3,2.1,1
S00732,Male,Computer,94,94,57,7.78,0,6.2,0
S00733,Male,AI,78,63,76,7.34,0,6.2,0
S00734,Male,AI,85,77,72,8.26,1,4.4,0
S00735,Male,IT,96,87,88,9.4,1,6.5,0
S00736,Female,IT,69,67,84,6.81,1,7.5,0
S00737,Female,Computer,53,38,44,5.79,1,2.6,1
S00738,Male,IT,99,63,85,7.71,1,6.7,0
S00739,Male,IT,45,62,49,6.47,3,2.9,1
S00740,Female,AI,85,86,92,8.83,1,5.3,0
S00741,Male,IT,53,42,65,5.54,2,3.3,1
S00742,Male,Computer,94,65,94,9.73,0,3.9,0
S00743,Male,AI,74,65,70,6.91,0,5.9,0
S00744,Female,IT,78,90,100,6.62,0,7.9,0
S00745,Male,IT,75,89,74,6.93,0,5.0,0
S00746,Female,Computer,85,64,55,9.9,0,6.2,0
S00747,Female,IT,74,91,83,7.69,0,6.7,0
S00748,Male,Computer,72,74,56,7.91,0,5.2,0
S00749,Male,IT,65,41,68,5.24,2,1.6,1
S00750,Male,AI,70,87,80,7.18,0,6.0,0
S00751,Male,AI,74,100,82,7.79,0,3.1,0
S00752,Female,IT,93,90,60,7.25,1,6.7,0
S00753,Female,IT,92,81,63,9.42,0,3.7,0
S00754,Female,IT,98,76,59,9.77,1,3.4,0
S00755,Female,AI,91,66,90,8.12,0,4.0,0
S00756,Female,IT,67,74,92,7.56,1,4.1,0
S00757,Male,Computer,95,62,96,8.83,0,5.1,0
S00758,Female,AI,66,62,72,8.23,0,6.0,0
S00759,Female,AI,92,71,95,8.9,0,4.9,0
S00760,Male,IT,46,39,55,5.72,3,1.4,1
S00761,Male,Computer,91,95,77,6.67,0,5.6,0
S00762,Male,AI,65,40,41,6.0,1,2.6,1
S00763,Female,AI,82,98,99,8.91,0,5.7,0
S00764,Female,Computer,61,44,58,6.36,2,2.0,1
S00765,Male,Computer,97,69,67,9.28,0,5.1,0
S00766,Male,Computer,66,85,77,7.59,0,3.7,0
S00767,Female,AI,86,66,100,7.57,0,4.1,0
S00768,Male,AI,73,68,63,9.93,1,6.5,0
S00769,Male,Computer,60,59,62,4.89,1,1.1,1
S00770,Male,IT,53,36,39,5.4,1,3.3,1
S00771,Male,AI,77,66,97,7.73,0,3.7,0
S00772,Female,AI,75,87,94,7.35,0,3.5,0
S00773,Male,AI,77,73,65,9.66,0,7.9,0
S00774,Male,Computer,95,78,99,8.56,1,6.4,0
S00775,Male,Computer,89,82,68,8.3,1,3.6,0
S00776,Female,Computer,98,63,86,9.17,0,5.8,0
S00777,Male,Computer,72,79,73,8.1,0,6.4,0
S00778,Female,Computer,83,82,67,9.5,1,7.7,0
S00779,Female,Computer,66,50,41,5.59,3,3.0,1
S00780,Male,Computer,57,57,41,6.28,1,1.2,1
S00781,Male,IT,90,62,69,9.43,1,4.4,0
S00782,Female,AI,87,85,97,8.61,1,7.9,0
S00783,Female,Computer,71,62,71,8.21,0,6.1,0
S00784,Male,Computer,46,61,39,5.8,1,3.9,1
S00785,Female,AI,74,74,94,8.68,0,6.3,0
S00786,Female,IT,96,86,87,7.42,0,7.0,0
S00787,Male,Computer,72,79,83,7.6,1,5.2,0
S00788,Male,Computer,66,62,54,6.57,1,2.5,1
S00789,Male,IT,96,62,91,8.86,1,5.4,0
S00790,Male,AI,53,50,59,6.03,2,3.3,1
S00791,Female,IT,63,36,43,6.47,2,3.4,1
S00792,Male,AI,71,82,77,9.97,1,4.8,0
S00793,Male,Computer,84,92,60,9.69,0,7.3,0
S00794,Male,IT,62,45,37,5.72,2,2.7,1
S00795,Female,IT,60,53,36,6.77,2,2.7,1
S00796,Female,AI,60,38,48,5.47,3,3.4,1
S00797,Female,Computer,88,82,67,8.24,0,7.2,0
S00798,Male,IT,84,91,80,9.32,0,6.6,0
S00799,Male,AI,69,91,88,8.16,0,4.7,0
S00800,Male,AI,97,74,82,8.82,0,4.0,0
S00801,Female,IT,94,97,90,7.13,0,6.1,0
S00802,Male,AI,94,72,95,8.36,1,7.7,0
S00803,Male,AI,94,64,70,7.03,0,7.2,0
S00804,Female,IT,69,95,68,9.46,0,7.1,0
S00805,Male,IT,80,80,70,6.9,0,3.1,0
S00806,Female,IT,92,82,96,9.67,0,3.8,0
S00807,Male,Computer,82,97,90,7.12,0,7.8,0
S00808,Female,Computer,47,45,54,6.53,2,3.7,1
S00809,Male,IT,73,70,62,8.5,0,5.6,0
S00810,Female,IT,80,93,62,9.21,0,4.6,0
S00811,Female,AI,92,68,64,6.87,0,7.8,0
S00812,Female,IT,68,86,89,7.81,0,4.6,0
S00813,Female,IT,82,64,78,8.16,0,7.1,0
S00814,Male,AI,67,97,58,8.92,0,4.3,0
S00815,Female,IT,88,98,62,8.37,0,7.3,0
S00816,Female,Computer,90,71,74,6.82,0,4.5,0
S00817,Male,IT,91,57,72,9.53,1,5.4,0
S00818,Female,IT,71,65,99,7.41,0,4.8,0
S00819,Female,IT,68,96,96,7.14,1,7.0,0
S00820,Male,Computer,84,75,91,6.79,0,4.2,0
S00821,Male,AI,85,83,85,9.56,0,4.3,0
S00822,Female,IT,58,46,46,5.59,2,3.8,1
S00823,Male,Computer,100,96,94,8.69,0,7.9,0
S00824,Male,IT,75,58,80,8.66,0,3.7,0
S00825,Female,Computer,72,55,100,8.34,1,7.1,0
S00826,Female,Computer,78,67,72,7.51,1,4.9,0
S00827,Female,Computer,83,98,67,7.96,1,7.0,0
S00828,Male,IT,80,94,83,9.68,0,5.9,0
S00829,Female,Computer,49,62,55,6.75,2,3.1,1
S00830,Female,AI,81,59,61,8.45,0,4.7,0
S00831,Male,IT,67,55,71,8.27,1,4.5,0
S00832,Female,AI,100,57,92,7.13,0,5.5,0
S00833,Female,IT,55,57,68,5.67,2,1.4,1
S00834,Male,Computer,82,78,82,7.49,0,6.1,0
S00835,Female,AI,75,75,86,9.17,0,5.8,0
S00836,Female,Computer,46,42,46,4.87,2,1.5,1
S00837,Female,IT,60,36,63,5.51,3,2.7,1
S00838,Female,IT,68,62,44,5.05,1,1.6,1
S00839,Female,Computer,97,72,91,9.62,0,5.9,0
S00840,Male,AI,76,81,59,7.36,1,6.4,0
S00841,Female,Computer,72,80,78,8.57,0,7.2,0
S00842,Male,Computer,67,56,65,5.71,2,2.8,1
S00843,Male,IT,93,75,91,6.95,0,7.0,0
S00844,Female,IT,69,90,93,7.83,1,4.3,0
S00845,Male,IT,51,40,59,6.36,2,2.9,1
S00846,Male,Computer,92,74,98,8.61,0,6.3,0
S00847,Female,AI,59,63,59,5.75,3,2.8,1
S00848,Male,IT,76,82,95,7.99,0,5.6,0
S00849,Female,AI,74,86,88,8.7,0,4.5,0
S00850,Female,Computer,95,74,64,9.94,0,7.2,0
S00851,Female,IT,100,59,57,8.3,1,5.1,0
S00852,Female,AI,81,77,71,8.55,0,3.6,0
S00853,Female,Computer,90,57,60,7.96,0,4.6,0
S00854,Female,AI,81,76,66,7.24,0,6.7,0
S00855,Female,AI,62,35,35,5.59,1,1.5,1
S00856,Female,IT,96,74,94,9.35,0,6.5,0
S00857,Female,IT,49,35,47,5.02,1,3.1,1
S00858,Male,Computer,74,96,70,8.03,0,3.4,0
S00859,Female,Computer,66,62,65,9.66,1,7.8,0
S00860,Female,Computer,80,67,73,8.49,1,3.3,0
S00861,Male,Computer,92,81,86,9.08,0,3.2,0
S00862,Female,IT,96,69,100,6.71,0,5.1,0
S00863,Female,AI,65,48,65,5.03,3,3.8,1
S00864,Female,IT,66,65,73,9.04,1,4.7,0
S00865,Male,AI,86,93,100,8.8,0,7.4,0
S00866,Female,IT,88,85,65,8.68,0,6.5,0
S00867,Male,AI,76,67,65,8.62,0,7.0,0
S00868,Female,IT,100,58,56,7.76,0,4.8,0
S00869,Male,Computer,97,57,59,7.68,0,6.1,0
S00870,Male,AI,81,76,77,9.19,0,7.5,0
S00871,Male,AI,59,60,64,6.73,1,3.9,1
S00872,Male,AI,48,40,42,6.54,2,1.5,1
S00873,Female,AI,97,86,61,7.04,0,4.7,0
S00874,Male,Computer,93,81,55,7.36,1,4.7,0
S00875,Male,Computer,91,78,95,8.83,0,6.8,0
S00876,Female,Computer,58,48,61,6.6,3,3.4,1
S00877,Female,Computer,65,100,88,9.8,0,4.7,0
S00878,Female,Computer,90,57,97,9.73,0,7.5,0
S00879,Male,AI,98,73,81,7.91,0,6.6,0
S00880,Female,IT,53,63,68,6.02,1,3.1,1
S00881,Female,AI,99,94,94,8.78,0,7.4,0
S00882,Female,Computer,70,57,89,7.67,0,5.6,0
S00883,Female,Computer,62,44,68,5.48,3,1.5,1
S00884,Male,AI,80,74,82,9.95,0,6.7,0
S00885,Female,IT,87,62,58,9.15,0,5.2,0
S00886,Male,IT,80,92,91,9.0,0,4.8,0
S00887,Female,AI,73,100,79,8.32,0,3.5,0
S00888,Male,IT,74,100,82,9.4,0,3.5,0
S00889,Female,Computer,93,59,78,8.87,1,5.9,0
S00890,Female,IT,92,83,99,9.76,1,6.7,0
S00891,Female,Computer,49,50,64,5.06,3,2.5,1
S00892,Male,AI,95,57,65,9.8,0,7.6,0
S00893,Male,AI,72,62,78,8.5,0,5.6,0
S00894,Male,IT,88,74,73,8.2,0,3.7,0
S00895,Female,Computer,84,73,68,7.14,1,3.0,0
S00896,Female,Computer,91,85,91,7.58,1,7.5,0
S00897,Female,IT,73,63,87,8.73,1,6.3,0
S00898,Male,AI,91,79,69,9.65,0,5.7,0
S00899,Female,AI,70,65,100,6.59,0,5.8,0
S00900,Male,AI,77,94,89,8.52,0,7.8,0
S00901,Male,IT,66,62,97,9.78,0,7.8,0
S00902,Female,Computer,93,60,89,8.62,1,5.9,0
S00903,Female,Computer,76,81,56,9.51,0,4.9,0
S00904,Male,Computer,99,65,73,7.0,0,6.8,0
S00905,Male,IT,75,58,94,9.86,0,3.1,0
S00906,Male,IT,85,64,81,9.63,0,4.9,0
S00907,Male,Computer,80,86,87,9.13,1,7.7,0
S00908,Female,Computer,100,81,59,8.19,1,6.2,0
S00909,Male,IT,71,70,90,8.78,0,4.5,0
S00910,Female,IT,65,51,48,6.37,1,2.1,1
S00911,Male,Computer,92,90,83,6.65,1,7.8,0
S00912,Female,AI,65,58,85,7.46,0,7.2,0
S00913,Female,IT,78,92,87,7.48,0,6.7,0
S00914,Male,IT,67,38,43,6.25,2,3.6,1
S00915,Male,AI,85,98,76,8.72,1,4.4,0
S00916,Female,IT,86,56,99,6.97,0,6.0,0
S00917,Male,Computer,91,90,99,8.96,1,5.7,0
S00918,Male,AI,66,49,42,5.51,2,3.5,1
S00919,Female,IT,69,60,35,5.05,2,3.8,1
S00920,Female,Computer,66,72,98,9.72,0,4.0,0
S00921,Female,AI,96,78,57,7.48,0,3.0,0
S00922,Female,Computer,97,86,65,8.43,0,3.3,0
S00923,Male,AI,53,64,49,6.56,3,3.3,1
S00924,Male,AI,67,56,69,6.03,3,2.7,1
S00925,Female,Computer,68,75,82,9.46,1,4.4,0
S00926,Female,IT,67,69,58,7.47,1,5.7,0
S00927,Female,Computer,86,60,91,9.33,0,7.9,0
S00928,Female,Computer,77,65,76,7.59,0,3.1,0
S00929,Female,Computer,86,71,70,6.88,0,7.8,0
S00930,Male,IT,80,59,93,8.67,0,6.1,0
S00931,Male,Computer,67,79,75,9.62,0,6.9,0
S00932,Male,IT,64,55,62,4.93,3,1.2,1
S00933,Male,IT,90,61,94,9.13,0,7.3,0
S00934,Male,IT,92,94,94,6.85,0,5.3,0
S00935,Female,AI,48,35,39,5.99,1,3.7,1
S00936,Male,AI,87,81,85,9.04,1,3.9,0
S00937,Male,Computer,54,53,62,5.83,3,3.3,1
S00938,Female,AI,74,64,85,7.58,0,4.5,0
S00939,Male,AI,74,58,70,8.27,0,5.1,0
S00940,Male,Computer,77,59,76,7.16,1,6.5,0
S00941,Female,AI,86,94,74,7.97,0,3.5,0
S00942,Male,IT,65,95,69,8.93,1,6.1,0
S00943,Male,IT,86,79,68,7.9,0,4.8,0
S00944,Male,IT,48,39,53,5.68,3,2.8,1
S00945,Female,Computer,77,67,73,7.11,0,6.6,0
S00946,Female,AI,77,56,66,9.45,0,3.1,0
S00947,Male,IT,72,76,68,7.57,0,4.8,0
S00948,Female,AI,61,60,62,6.56,1,1.4,1
S00949,Male,Computer,57,57,58,5.44,2,3.9,1
S00950,Male,Computer,77,89,73,9.26,0,4.2,0
S00951,Female,Computer,96,68,60,9.25,0,3.8,0
S00952,Female,AI,88,86,88,8.12,0,6.6,0
S00953,Female,AI,95,72,92,7.9,0,4.0,0
S00954,Male,IT,90,68,74,7.99,1,5.9,0
S00955,Female,IT,73,60,73,8.06,0,4.2,0
S00956,Male,IT,86,82,83,8.14,1,4.8,0
S00957,Female,IT,66,66,83,7.32,0,4.8,0
S00958,Male,IT,97,89,96,6.77,0,7.6,0
S00959,Male,Computer,46,52,47,5.47,3,2.0,1
S00960,Female,AI,82,67,100,8.61,0,8.0,0
S00961,Female,Computer,83,77,80,9.81,0,5.4,0
S00962,Male,IT,78,85,69,8.31,1,6.6,0
S00963,Female,IT,85,67,82,9.2,1,4.0,0
S00964,Female,AI,49,53,43,5.41,3,1.0,1
S00965,Female,IT,92,98,80,9.17,0,4.6,0
S00966,Male,AI,73,64,76,8.49,1,7.9,0
S00967,Male,IT,57,41,65,5.02,3,3.9,1
S00968,Female,Computer,66,52,46,4.86,3,2.8,1
S00969,Male,Computer,57,44,48,5.27,3,2.6,1
S00970,Female,Computer,65,65,75,9.51,1,5.0,0
S00971,Male,Computer,95,59,79,9.84,0,3.6,0
S00972,Male,IT,95,65,93,8.51,0,5.9,0
S00973,Female,IT,74,83,59,9.39,0,5.6,0
S00974,Female,IT,67,60,73,8.76,1,4.7,0
S00975,Female,IT,76,81,70,7.13,1,5.3,0
S00976,Male,AI,90,99,57,7.34,0,4.4,0
S00977,Female,AI,78,86,81,9.97,0,8.0,0
S00978,Male,Computer,85,81,83,7.08,0,5.5,0
S00979,Female,Computer,67,56,64,5.56,3,2.2,1
S00980,Male,IT,53,38,43,5.45,3,2.4,1
S00981,Female,Computer,66,42,63,5.08,2,3.5,1
S00982,Male,Computer,76,73,62,8.37,1,3.8,0
S00983,Male,AI,93,77,66,7.26,0,7.5,0
